left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity,instru_trials.thisRepN,instru_trials.thisTrialN,instru_trials.thisN,instru_trials.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,left_gabor.started,left_gabor.stopped,right_gabor.started,right_gabor.stopped,fixation2.started,fixation2.stopped,left_distractor_prac.started,left_distractor_prac.stopped,right_distractor_prac.started,right_distractor_prac.stopped,cue_text.started,cue_text.stopped,fixation3.started,fixation3.stopped,cue_resp.started,cue_resp.stopped,probe.started,probe.stopped,probe_resp.keys,probe_resp.rt,response_ori,buffer.started,buffer.stopped,begin_text.started,begin_text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,fix_cross.started,fix_cross.stopped,left_target.started,left_target.stopped,right_target.started,right_target.stopped,fix_cross2.started,fix_cross2.stopped,left_distractor_main.started,left_distractor_main.stopped,right_distractor_main.started,right_distractor_main.stopped,main_cue.started,main_cue.stopped,fix_cross3.started,fix_cross3.stopped,take_break.started,take_break.stopped,participant,date,expName,psychopyVersion,frameRate,
46,96,24,58,"[25,45] degrees",right,0.4,116,96,anticlockwise,-38,-22,,,,,,,,,,,,,0,71,71,67,,,,,,,,,,,,,,,,,757.9983349130489,None,757.9983349130489,None,None,,-94.7801629646377,762.9992246750044,None,,,,,,,753.5964425870916,None,753.5964425870916,754.3465528680244,753.5964425870916,754.3465528680244,754.9967835081043,None,754.9967835081043,755.7467388620134,754.9967835081043,755.7467388620134,756.3876806320623,756.596135331085,756.3876806320623,None,763.499408499815,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
25,114,62,141,"[25,45] degrees",right,0.4,76,114,clockwise,27,37,,,,,,,,,,,,,0,72,72,35,,,,,,,,,,,,,,,,,767.9006960151019,None,767.9006960151019,None,space,0.891229082015343,-94.7801629646377,768.8176718701143,None,,,,,,,763.4995130660245,None,763.4995130660245,764.2494429600192,763.4995130660245,764.2494429600192,764.8988390050363,None,764.8988390050363,765.649363852106,764.8988390050363,765.649363852106,766.3002655130113,766.4990586710628,766.3002655130113,None,769.3174317188211,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
161,23,134,-6,"[25,45] degrees",neutral,0.4,-2,23,anticlockwise,-29,-27,,,,,,,,,,,,,0,73,73,82,,,,,,,,,,,,,,,,,773.7184606040828,None,773.7184606040828,None,space,3.0381141990656033,-94.7801629646377,776.7863959880779,None,,,,,,,769.3174092540285,None,769.3174092540285,770.0676609210204,769.3174092540285,770.0676609210204,770.7180548550095,None,770.7180548550095,771.4681860430865,770.7180548550095,771.4681860430865,772.1183000840247,772.3182520470582,772.1183000840247,None,777.291006961849,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
39,139,68,170,"[25,45] degrees",neutral,0.4,157,139,clockwise,31,29,,,,,,,,,,,,,0,74,74,14,,,,,,,,,,,,,,,,,781.6877861320972,None,781.6877861320972,None,space,1.6163327809190378,-94.7801629646377,783.3217343540164,None,,,,,,,777.2851555610541,None,777.2851555610541,778.0368787900079,777.2851555610541,778.0368787900079,778.6872994800797,None,778.6872994800797,779.4372829460772,778.6872994800797,779.4372829460772,780.087148332037,780.2871760251,780.087148332037,None,783.821842426795,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
119,14,87,-13,"[25,45] degrees",left,-0.4,135,119,anticlockwise,-32,-27,,,,,,,,,,,,,0,75,75,109,,,,,,,,,,,,,,,,,788.2231121510267,None,788.2231121510267,None,None,,-94.7801629646377,793.224808128085,None,,,,,,,783.8217724841088,None,783.8217724841088,784.5719445560826,783.8217724841088,784.5719445560826,785.2218700230587,None,785.2218700230587,785.9724530860549,785.2218700230587,785.9724530860549,786.6223370510852,786.8104194210609,786.6223370510852,None,793.7250841898028,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
138,86,100,41,"[25,45] degrees",left,-0.4,155,138,anticlockwise,-38,-45,,,,,,,,,,,,,0,76,76,85,,,,,,,,,,,,,,,,,798.1260439261096,None,798.1260439261096,None,space,3.2674509109929204,-94.7801629646377,801.409737849026,None,,,,,,,793.7249300660333,None,793.7249300660333,794.4746838430874,793.7249300660333,794.4746838430874,795.1148095270619,None,795.1148095270619,795.8751554900082,795.1148095270619,795.8751554900082,796.5253777960315,796.7237560760695,796.5253777960315,None,801.9136432499042,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
12,97,-17,52,"[25,45] degrees",neutral,0.4,82,97,anticlockwise,-45,-29,,,,,,,,,,,,,0,77,77,94,,,,,,,,,,,,,,,,,806.3114181110868,None,806.3114181110868,None,space,3.4518321600044146,-94.7801629646377,809.7953289650613,None,,,,,,,801.9086844311096,None,801.9086844311096,802.6605315390043,801.9086844311096,802.6605315390043,803.310665390105,None,803.310665390105,804.0606581220636,803.310665390105,804.0606581220636,804.7108482250478,804.9108902710723,804.7108482250478,None,810.2954632678418,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
135,47,93,14,"[25,45] degrees",left,-0.4,137,135,anticlockwise,-42,-33,,,,,,,,,,,,,0,78,78,89,,,,,,,,,,,,,,,,,814.696875186055,None,814.696875186055,None,None,,-94.7801629646377,819.7151217220817,None,,,,,,,810.2956208740361,None,810.2956208740361,811.045722849085,810.2956208740361,811.045722849085,811.6858369210968,None,811.6858369210968,812.4342822920298,811.6858369210968,812.4342822920298,813.0966442560311,813.2967059221119,813.0966442560311,None,820.214951873885,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
62,177,86,200,"[25,45] degrees",right,0.4,180,177,clockwise,23,24,,,,,,,,,,,,,0,79,79,7,,,,,,,,,,,,,,,,,824.6165075650206,None,824.6165075650206,None,None,,-94.7801629646377,829.6179270891007,None,,,,,,,820.2149729951052,None,820.2149729951052,820.9654219120275,820.2149729951052,820.9654219120275,821.6049642380094,None,821.6049642380094,822.3536371251103,821.6049642380094,822.3536371251103,823.0164530470502,823.2162464100402,823.0164530470502,None,830.1092026490951,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
57,149,26,115,"[25,45] degrees",neutral,0.4,174,149,anticlockwise,-34,-31,,,,,,,,,,,,,0,80,80,106,,,,,,,,,,,,,,,,,864.5107962980401,None,864.5107962980401,None,space,2.761744608054869,-94.7801629646377,867.2939820040483,None,,,,,,,860.1096151260426,None,860.1096151260426,860.8597760120174,860.1096151260426,860.8597760120174,861.5100558750564,None,861.5100558750564,862.2600137090776,861.5100558750564,862.2600137090776,862.9106244851137,863.1105130140204,862.9106244851137,None,867.795429681905,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
35,171,71,205,"[25,45] degrees",left,-0.4,62,35,clockwise,36,34,,,,,,,,,,,,,0,81,81,21,,,,,,,,,,,,,,,,,872.1961532490095,None,872.1961532490095,None,space,2.9730915270047262,-94.7801629646377,875.1971836310113,None,,,,,,,867.79539316101,None,867.79539316101,868.5455493340269,867.79539316101,868.5455493340269,869.1956348330714,None,869.1956348330714,869.9457349680597,869.1956348330714,869.9457349680597,870.59580710507,870.7961473710602,870.59580710507,None,875.6974927338422,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
127,12,155,35,"[25,45] degrees",neutral,0.4,33,12,clockwise,23,28,,,,,,,,,,,,,0,82,82,46,,,,,,,,,,,,,,,,,880.0984803331085,None,880.0984803331085,None,None,,-94.7801629646377,885.0999307630118,None,,,,,,,875.6973709560698,None,875.6973709560698,876.4474735601107,875.6973709560698,876.4474735601107,877.097342920024,None,877.097342920024,877.8482127099996,877.097342920024,877.8482127099996,878.4983109900495,878.698370755068,878.4983109900495,None,885.6000006648362,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
36,69,15,46,"[25,45] degrees",right,0.4,43,69,anticlockwise,-23,-21,,,,,,,,,,,,,0,83,83,87,,,,,,,,,,,,,,,,,890.0016238290118,None,890.0016238290118,None,None,,-94.7801629646377,895.0024621980265,None,,,,,,,885.5991673850222,None,885.5991673850222,886.3503610320622,885.5991673850222,886.3503610320622,886.9996426230064,None,886.9996426230064,887.7509826211026,886.9996426230064,887.7509826211026,888.4013859810075,888.6010936310049,888.4013859810075,None,895.5031961808097,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
64,135,29,114,"[25,45] degrees",right,0.4,170,135,anticlockwise,-21,-35,,,,,,,,,,,,,0,84,84,83,,,,,,,,,,,,,,,,,899.9041087430669,None,899.9041087430669,None,None,,-94.7801629646377,904.9057903341018,None,,,,,,,895.5027880039997,None,895.5027880039997,896.2408990190597,895.5027880039997,896.2408990190597,896.9034856640501,None,896.9034856640501,897.6538655910408,896.9034856640501,897.6538655910408,898.3036912370007,898.5041661630385,898.3036912370007,None,905.4054881048039,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
78,135,101,173,"[25,45] degrees",neutral,0.4,91,135,clockwise,38,23,,,,,,,,,,,,,0,85,85,22,,,,,,,,,,,,,,,,,909.8072119880235,None,909.8072119880235,None,None,,-94.7801629646377,914.808338490082,None,,,,,,,905.4056416050298,None,905.4056416050298,906.1561906130519,905.4056416050298,906.1561906130519,906.7957422001055,None,906.7957422001055,907.5565510001034,906.7957422001055,907.5565510001034,908.2067337910412,908.4069505580701,908.2067337910412,None,915.3086178198107,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
56,178,36,149,"[25,45] degrees",left,-0.4,62,56,anticlockwise,-20,-29,,,,,,,,,,,,,0,86,86,117,,,,,,,,,,,,,,,,,919.7095643770881,None,919.7095643770881,None,space,1.910266579943709,-94.7801629646377,921.6323871460045,None,,,,,,,915.3084425870329,None,915.3084425870329,916.0580226930324,915.3084425870329,916.0580226930324,916.6980944890529,None,916.6980944890529,917.4409393970855,916.6980944890529,917.4409393970855,918.1092525210697,918.3094431940699,918.1092525210697,None,922.1425368258613,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
39,153,79,191,"[25,45] degrees",left,-0.4,20,39,clockwise,40,38,,,,,,,,,,,,,0,87,87,41,,,,,,,,,,,,,,,,,926.5339660410536,None,926.5339660410536,None,None,,-94.7801629646377,931.5453848170582,None,,,,,,,922.1351155710872,None,922.1351155710872,922.8941338020377,922.1351155710872,922.8941338020377,923.5444593291031,None,923.5444593291031,924.2942602430703,923.5444593291031,924.2942602430703,924.9446113660233,925.144451579079,924.9446113660233,None,932.0465292568667,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
105,76,75,34,"[25,45] degrees",neutral,0.4,67,76,anticlockwise,-42,-30,,,,,,,,,,,,,0,88,88,74,,,,,,,,,,,,,,,,,936.4381965360371,None,936.4381965360371,None,space,2.0108075890457258,-94.7801629646377,938.4820186250145,None,,,,,,,932.0463375920663,None,932.0463375920663,932.7972986530513,932.0463375920663,932.7972986530513,933.447247941047,None,933.447247941047,934.1974867740646,933.447247941047,934.1974867740646,934.8473025710555,935.0473325810162,934.8473025710555,None,938.9819834908819,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
53,157,92,190,"[25,45] degrees",left,-0.4,81,53,clockwise,39,33,,,,,,,,,,,,,0,89,89,45,,,,,,,,,,,,,,,,,943.3832872790517,None,943.3832872790517,None,None,,-94.7801629646377,948.3849483140511,None,,,,,,,938.9819886611076,None,938.9819886611076,939.7319164000219,938.9819886611076,939.7319164000219,940.3811989690876,None,940.3811989690876,941.1204778550891,940.3811989690876,941.1204778550891,941.7826728320215,941.9826862940099,941.7826728320215,None,948.8847546108416,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
13,130,-13,88,"[25,45] degrees",left,-0.4,-15,13,anticlockwise,-26,-42,,,,,,,,,,,,,0,90,90,105,,,,,,,,,,,,,,,,,953.2860424920218,None,953.2860424920218,None,None,,-94.7801629646377,958.2875708070351,None,,,,,,,948.8848723880947,None,948.8848723880947,949.6348714870401,948.8848723880947,949.6348714870401,950.2848282210762,None,950.2848282210762,951.0236826670589,950.2848282210762,951.0236826670589,951.675232481095,951.8731625630753,951.675232481095,None,958.787586187839,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
115,42,147,69,"[25,45] degrees",neutral,0.4,80,42,clockwise,27,32,,,,,,,,,,,,,0,91,91,10,,,,,,,,,,,,,,,,,963.1889062930131,None,963.1889062930131,None,None,,-94.7801629646377,968.1902255120222,None,,,,,,,958.7877160150092,None,958.7877160150092,959.5376925360179,958.7877160150092,959.5376925360179,960.1881285920972,None,960.1881285920972,960.9382956300396,960.1881285920972,960.9382956300396,961.5868007980753,961.776005776017,961.5868007980753,None,968.6902221738244,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
149,113,181,141,"[25,45] degrees",left,-0.4,106,149,clockwise,32,28,,,,,,,,,,,,,0,92,92,13,,,,,,,,,,,,,,,,,973.0915403100662,None,973.0915403100662,None,None,,-94.7801629646377,978.0930246190401,None,,,,,,,968.6906634831103,None,968.6906634831103,969.4403698670212,968.6906634831103,969.4403698670212,970.0904793461086,None,970.0904793461086,970.8406152180396,970.0904793461086,970.8406152180396,971.4824254610576,971.678504940006,971.4824254610576,None,978.5928654938587,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
178,150,200,175,"[25,45] degrees",right,0.4,185,150,clockwise,25,22,,,,,,,,,,,,,0,93,93,55,,,,,,,,,,,,,,,,,982.9943924000254,None,982.9943924000254,None,None,,-94.7801629646377,987.9957946951035,None,,,,,,,978.5930554110091,None,978.5930554110091,979.3432922700886,978.5930554110091,979.3432922700886,979.9932724630926,None,979.9932724630926,980.7438721921062,979.9932724630926,980.7438721921062,981.3927970440127,981.5935406310018,981.3927970440127,None,988.4958819388528,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
130,80,167,120,"[25,45] degrees",neutral,-0.4,118,130,clockwise,37,40,,,,,,,,,,,,,0,94,94,44,,,,,,,,,,,,,,,,,992.8972918100189,None,992.8972918100189,None,None,,-94.7801629646377,997.8987533710897,None,,,,,,,988.49604701309,None,988.49604701309,989.2463025640463,988.49604701309,989.2463025640463,989.896201463067,None,989.896201463067,990.6463523830753,989.896201463067,990.6463523830753,991.2962436190573,991.4965165790636,991.2962436190573,None,998.3987352488446,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
78,163,111,190,"[25,45] degrees",right,0.4,156,163,clockwise,27,33,,,,,,,,,,,,,0,95,95,39,,,,,,,,,,,,,,,,,1002.7999037071131,None,1002.7999037071131,None,space,2.596336213988252,-94.7801629646377,1005.4173683880363,None,,,,,,,998.398625962087,None,998.398625962087,999.1489451850066,998.398625962087,999.1489451850066,999.7991685400484,None,999.7991685400484,1000.5487722740509,999.7991685400484,1000.5487722740509,1001.1982968311058,1001.3872560720192,1001.1982968311058,None,1005.9171597428037,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
109,178,137,198,"[25,45] degrees",neutral,0.4,159,178,clockwise,20,28,,,,,,,,,,,,,0,96,96,54,,,,,,,,,,,,,,,,,1010.3187666221056,None,1010.3187666221056,None,None,,-94.7801629646377,1015.3200301860925,None,,,,,,,1005.9175480820704,None,1005.9175480820704,1006.6676043650368,1005.9175480820704,1006.6676043650368,1007.3177987181116,None,1007.3177987181116,1008.0682919090614,1007.3177987181116,1008.0682919090614,1008.7182132060407,1008.9181478261016,1008.7182132060407,None,1015.8201240248861,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
153,15,113,-9,"[25,45] degrees",neutral,0.4,-1,15,anticlockwise,-24,-40,,,,,,,,,,,,,0,97,97,110,,,,,,,,,,,,,,,,,1020.221376047004,None,1020.221376047004,None,None,,-94.7801629646377,1025.222413575044,None,,,,,,,1015.8199168480933,None,1015.8199168480933,1016.5699556880863,1015.8199168480933,1016.5699556880863,1017.2100035260664,None,1017.2100035260664,1017.9709150040289,1017.2100035260664,1017.9709150040289,1018.6211432270939,1018.8211958780885,1018.6211432270939,None,1025.723158159887,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
33,133,13,91,"[25,45] degrees",right,0.4,131,133,anticlockwise,-42,-20,,,,,,,,,,,,,0,98,98,95,,,,,,,,,,,,,,,,,1030.1240551010706,None,1030.1240551010706,None,None,,-94.7801629646377,1035.1253609170672,None,,,,,,,1025.7227417860413,None,1025.7227417860413,1026.4718888680218,1025.7227417860413,1026.4718888680218,1027.112768639112,None,1027.112768639112,1027.8735838891007,1027.112768639112,1027.8735838891007,1028.5237023720983,1028.7239780370146,1028.5237023720983,None,1035.6259039538097,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
89,131,53,86,"[25,45] degrees",neutral,0.4,162,131,anticlockwise,-45,-36,,,,,,,,,,,,,0,99,99,78,,,,,,,,,,,,,,,,,1040.026834894088,None,1040.026834894088,None,space,4.450845877989195,-94.7801629646377,1044.4949089980219,None,,,,,,,1035.6257723190356,None,1035.6257723190356,1036.3638287590584,1035.6257723190356,1036.3638287590584,1037.0248308900045,None,1037.0248308900045,1037.7763984911144,1037.0248308900045,1037.7763984911144,1038.4264797050273,1038.6266945630778,1038.4264797050273,None,1044.9948149498202,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
155,0,187,38,"[25,45] degrees",neutral,0.4,-19,0,clockwise,38,32,,,,,,,,,,,,,0,100,100,2,,,,,,,,,,,,,,,,,1049.396166526014,None,1049.396166526014,None,None,,-94.7801629646377,1054.3977675460046,None,,,,,,,1044.994844069006,None,1044.994844069006,1045.7450333390152,1044.994844069006,1045.7450333390152,1046.395324673038,None,1046.395324673038,1047.1454866590211,1046.395324673038,1047.1454866590211,1047.7959796270588,1047.996133083012,1047.7959796270588,None,1054.897623587877,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
66,169,98,189,"[25,45] degrees",right,0.4,186,169,clockwise,20,32,,,,,,,,,,,,,0,101,101,11,,,,,,,,,,,,,,,,,1059.2993522700854,None,1059.2993522700854,None,None,,-94.7801629646377,1064.30049973703,None,,,,,,,1054.897565283114,None,1054.897565283114,1055.6359392720042,1054.897565283114,1055.6359392720042,1056.2979062000522,None,1056.2979062000522,1057.0483350370778,1056.2979062000522,1057.0483350370778,1057.6987506480655,1057.899006607011,1057.6987506480655,None,1064.8004028188413,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
140,29,166,71,"[25,45] degrees",neutral,0.4,50,29,clockwise,42,26,,,,,,,,,,,,,0,102,102,18,,,,,,,,,,,,,,,,,1069.2017884310335,None,1069.2017884310335,None,None,,-94.7801629646377,1074.2032027930254,None,,,,,,,1064.8005535590928,None,1064.8005535590928,1065.5509337100666,1064.8005535590928,1065.5509337100666,1066.1904752250994,None,1066.1904752250994,1066.9330098630162,1066.1904752250994,1066.9330098630162,1067.6013543209992,1067.8016091550235,1067.6013543209992,None,1074.7032459378358,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
58,114,90,155,"[25,45] degrees",neutral,0.4,85,114,clockwise,41,32,,,,,,,,,,,,,0,103,103,34,,,,,,,,,,,,,,,,,1079.1044998930302,None,1079.1044998930302,None,None,,-94.7801629646377,1084.1060685151024,None,,,,,,,1074.7032567100832,None,1074.7032567100832,1075.4533437960781,1074.7032567100832,1075.4533437960781,1076.102667285013,None,1076.102667285013,1076.841139779077,1076.102667285013,1076.841139779077,1077.4934947090223,1077.7046302390518,1077.4934947090223,None,1084.6063382428954,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
75,39,108,65,"[25,45] degrees",neutral,-0.4,97,75,clockwise,33,26,,,,,,,,,,,,,0,104,104,16,,,,,,,,,,,,,,,,,1089.0075424590614,None,1089.0075424590614,None,None,,-94.7801629646377,1094.0091890160693,None,,,,,,,1084.606360387057,None,1084.606360387057,1085.3564781070454,1084.606360387057,1085.3564781070454,1085.996004905086,None,1085.996004905086,1086.7444658000022,1085.996004905086,1086.7444658000022,1087.396196456044,1087.6073067110265,1087.396196456044,None,1094.5088329959078,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
111,134,71,107,"[25,45] degrees",right,0.4,143,134,anticlockwise,-27,-40,,,,,,,,,,,,,0,105,105,111,,,,,,,,,,,,,,,,,1098.9103680660482,None,1098.9103680660482,None,None,,-94.7801629646377,1103.9117437720997,None,,,,,,,1094.5089930311078,None,1094.5089930311078,1095.25891950808,1094.5089930311078,1095.25891950808,1095.909380489029,None,1095.909380489029,1096.658548830077,1095.909380489029,1096.658548830077,1097.3096205960028,1097.509599465062,1097.3096205960028,None,1104.4117232018732,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
70,142,34,106,"[25,45] degrees",neutral,0.4,176,142,anticlockwise,-36,-36,,,,,,,,,,,,,0,106,106,102,,,,,,,,,,,,,,,,,1108.8127549160272,None,1108.8127549160272,None,space,2.3195646159583703,-94.7801629646377,1111.1536174420035,None,,,,,,,1104.4118386610644,None,1104.4118386610644,1105.161971412017,1104.4118386610644,1105.161971412017,1105.812190377037,None,1105.812190377037,1106.5611147930613,1105.812190377037,1106.5611147930613,1107.2034971780377,1107.399874612107,1107.2034971780377,None,1111.6636327467975,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
32,102,74,136,"[25,45] degrees",right,0.4,144,102,clockwise,34,42,,,,,,,,,,,,,0,107,107,31,,,,,,,,,,,,,,,,,1116.0648018580396,None,1116.0648018580396,None,None,,-94.7801629646377,1121.0722665800713,None,,,,,,,1111.6628395550651,None,1111.6628395550651,1112.4137894010637,1111.6628395550651,1112.4137894010637,1113.064345224062,None,1113.064345224062,1113.814538167091,1113.064345224062,1113.814538167091,1114.464595120051,1114.6645229840651,1114.464595120051,None,1121.5818016488454,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
49,9,11,-32,"[25,45] degrees",neutral,-0.4,23,49,anticlockwise,-38,-41,,,,,,,,,,,,,0,108,108,96,,,,,,,,,,,,,,,,,1125.9758199231,None,1125.9758199231,None,None,,-94.7801629646377,1130.9858643910848,None,,,,,,,1121.574842287111,None,1121.574842287111,1122.32135444507,1121.574842287111,1122.32135444507,1122.983761480078,None,1122.983761480078,1123.7339797239983,1122.983761480078,1123.7339797239983,1124.38398847403,1124.5840587411076,1124.38398847403,None,1131.4901118938694,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
171,51,203,83,"[25,45] degrees",neutral,0.4,24,51,clockwise,32,32,,,,,,,,,,,,,0,109,109,6,,,,,,,,,,,,,,,,,1135.8868993100477,None,1135.8868993100477,None,None,,-94.7801629646377,1140.888493405073,None,,,,,,,1131.4844805110479,None,1131.4844805110479,1132.2235107020242,1131.4844805110479,1132.2235107020242,1132.8865756040905,None,1132.8865756040905,1133.636526954011,1132.8865756040905,1133.636526954011,1134.286523650051,1134.4866884020157,1134.286523650051,None,1141.3875852548633,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
1,129,-32,94,"[25,45] degrees",neutral,0.4,104,129,anticlockwise,-35,-33,,,,,,,,,,,,,0,110,110,66,,,,,,,,,,,,,,,,,1145.7889018220594,None,1145.7889018220594,None,None,,-94.7801629646377,1150.791217100108,None,,,,,,,1141.380665554083,None,1141.380665554083,1142.1374894020846,1141.380665554083,1142.1374894020846,1142.7892069000518,None,1142.7892069000518,1143.5397568200715,1142.7892069000518,1143.5397568200715,1144.1891619170783,1144.3896513560321,1144.1891619170783,None,1151.2905773068894,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
116,162,82,130,"[25,45] degrees",left,-0.4,135,116,anticlockwise,-34,-32,,,,,,,,,,,,,0,111,111,65,,,,,,,,,,,,,,,,,1155.683973240084,None,1155.683973240084,None,None,,-94.7801629646377,1160.69457874808,None,,,,,,,1151.2839625180932,None,1151.2839625180932,1152.0416450230405,1151.2839625180932,1152.0416450230405,1152.6921539620962,None,1152.6921539620962,1153.4424114431022,1152.6921539620962,1153.4424114431022,1154.0923555630725,1154.2924284160836,1154.0923555630725,None,1161.1939558078418,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
85,125,108,165,"[25,45] degrees",right,0.4,125,125,clockwise,40,23,,,,,,,,,,,,,0,112,112,51,,,,,,,,,,,,,,,,,1165.5944880630122,None,1165.5944880630122,None,None,,-94.7801629646377,1170.6019425350241,None,,,,,,,1161.1931097370107,None,1161.1931097370107,1161.932442087098,1161.1931097370107,1161.932442087098,1162.5943631840637,None,1162.5943631840637,1163.3450256671058,1162.5943631840637,1163.3450256671058,1163.9952441810165,1164.1952751720091,1163.9952441810165,None,1171.1019855098682,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
159,102,195,127,"[25,45] degrees",neutral,-0.4,141,159,clockwise,36,25,,,,,,,,,,,,,0,113,113,32,,,,,,,,,,,,,,,,,1175.4980766880326,None,1175.4980766880326,None,space,3.0770010970300063,-94.7801629646377,1178.5990494370926,None,,,,,,,1171.0958736661123,None,1171.0958736661123,1171.8472023979994,1171.0958736661123,1171.8472023979994,1172.4864779410418,None,1172.4864779410418,1173.2479785340838,1172.4864779410418,1173.2479785340838,1173.8979249430122,1174.0982163650915,1173.8979249430122,None,1179.0992978218826,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
137,71,170,100,"[25,45] degrees",left,-0.4,156,137,clockwise,33,29,,,,,,,,,,,,,0,114,114,53,,,,,,,,,,,,,,,,,1183.5006937280996,None,1183.5006937280996,None,None,,-94.7801629646377,1188.5020595490932,None,,,,,,,1179.0992596570868,None,1179.0992596570868,1179.8492676680908,1179.0992596570868,1179.8492676680908,1180.4993640840985,None,1180.4993640840985,1181.2374938740395,1180.4993640840985,1181.2374938740395,1181.8907978960779,1182.0876956121065,1181.8907978960779,None,1189.0021124658058,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
65,92,38,66,"[25,45] degrees",left,-0.4,52,65,anticlockwise,-27,-26,,,,,,,,,,,,,0,115,115,81,,,,,,,,,,,,,,,,,1193.4031759550562,None,1193.4031759550562,None,None,,-94.7801629646377,1198.4051828840747,None,,,,,,,1189.0020854130853,None,1189.0020854130853,1189.7523134090006,1189.0020854130853,1189.7523134090006,1190.4022500400897,None,1190.4022500400897,1191.1404204310384,1190.4022500400897,1191.1404204310384,1191.8018343560398,1191.9904622210888,1191.8018343560398,None,1198.9049710017978,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
