left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity,instru_trials.thisRepN,instru_trials.thisTrialN,instru_trials.thisN,instru_trials.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,left_gabor.started,left_gabor.stopped,right_gabor.started,right_gabor.stopped,fixation2.started,fixation2.stopped,left_distractor_prac.started,left_distractor_prac.stopped,right_distractor_prac.started,right_distractor_prac.stopped,cue_text.started,cue_text.stopped,fixation3.started,fixation3.stopped,cue_resp.started,cue_resp.stopped,probe.started,probe.stopped,probe_resp.keys,probe_resp.rt,response_ori,buffer.started,buffer.stopped,begin_text.started,begin_text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,fix_cross.started,fix_cross.stopped,left_target.started,left_target.stopped,right_target.started,right_target.stopped,fix_cross2.started,fix_cross2.stopped,left_distractor_main.started,left_distractor_main.stopped,right_distractor_main.started,right_distractor_main.stopped,main_cue.started,main_cue.stopped,fix_cross3.started,fix_cross3.stopped,take_break.started,take_break.stopped,participant,date,expName,psychopyVersion,frameRate,
177,26,201,54,"[25,45] degrees",right,0.4,-13,26,clockwise,28,24,,,,,,,,,,,,,0,25,25,43,,,,,,,,,,,,,,,,,340.39730797801167,None,340.39730797801167,None,space,1.86113810504321,-94.7801629646377,342.26964414608665,None,,,,,,,335.99589739204384,None,335.99589739204384,336.734202399035,335.99589739204384,336.734202399035,337.3965323420707,None,337.3965323420707,338.14662588306237,337.3965323420707,338.14662588306237,338.7969072840642,338.99670956109185,338.7969072840642,None,342.7813801868004,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
131,10,105,-27,"[25,45] degrees",neutral,-0.4,134,131,anticlockwise,-26,-37,,,,,,,,,,,,,0,26,26,116,,,,,,,,,,,,,,,,,347.18112401501276,None,347.18112401501276,None,space,3.7506642170483246,-94.7801629646377,350.9504152550362,None,,,,,,,342.7814819480991,None,342.7814819480991,343.5315105250338,342.7814819480991,343.5315105250338,344.1816013850039,None,344.1816013850039,344.9319312670268,344.1816013850039,344.9319312670268,345.5833734991029,345.7984254480107,345.5833734991029,None,351.4545769068762,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
151,114,178,143,"[25,45] degrees",right,0.4,146,114,clockwise,29,27,,,,,,,,,,,,,0,27,27,19,,,,,,,,,,,,,,,,,355.85063842800446,None,355.85063842800446,None,space,2.235912663047202,-94.7801629646377,358.1189985020319,None,,,,,,,351.4499395870371,None,351.4499395870371,352.1881327350857,351.4499395870371,352.1881327350857,352.8508704020642,None,352.8508704020642,353.60112791205756,352.8508704020642,353.60112791205756,354.2511824640678,354.4512157170102,354.2511824640678,None,358.61907528283774,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
153,58,131,30,"[25,45] degrees",right,0.4,71,58,anticlockwise,-28,-22,,,,,,,,,,,,,0,28,28,115,,,,,,,,,,,,,,,,,363.0203936640173,None,363.0203936640173,None,space,2.491122439969331,-94.7801629646377,365.5374512920389,None,,,,,,,358.61907096905634,None,358.61907096905634,359.36938229308,358.61907096905634,359.36938229308,360.0192946350435,None,360.0192946350435,360.7687287280569,360.0192946350435,360.7687287280569,361.41996833402663,361.61830124701373,361.41996833402663,None,366.03790502379417,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
3,28,41,62,"[25,45] degrees",neutral,0.4,1,28,clockwise,34,38,,,,,,,,,,,,,0,29,29,26,,,,,,,,,,,,,,,,,370.4379907710245,None,370.4379907710245,None,space,3.9606325359782204,-94.7801629646377,374.42317147611175,None,,,,,,,366.0380606640829,None,366.0380606640829,366.78645193204284,366.0380606640829,366.78645193204284,367.4385031790007,None,367.4385031790007,368.1884219890926,367.4385031790007,368.1884219890926,368.8386361110024,369.0385355150793,368.8386361110024,None,374.9234302938101,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
103,27,76,-12,"[25,45] degrees",neutral,-0.4,138,103,anticlockwise,-27,-39,,,,,,,,,,,,,0,30,30,100,,,,,,,,,,,,,,,,,379.32474733307026,None,379.32474733307026,None,space,4.951665187021717,-94.7801629646377,384.29285740002524,None,,,,,,,374.92326373409014,None,374.92326373409014,375.67364695610013,374.92326373409014,375.67364695610013,376.313434161013,None,376.313434161013,377.0611355250003,376.313434161013,377.0611355250003,377.72450809704605,377.92458829202224,377.72450809704605,None,384.7928510548198,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
36,161,63,203,"[25,45] degrees",neutral,-0.4,25,36,clockwise,27,42,,,,,,,,,,,,,0,31,31,40,,,,,,,,,,,,,,,,,389.19401127903257,None,389.19401127903257,None,space,3.4742438179673627,-94.7801629646377,392.69539015810005,None,,,,,,,384.7925738970516,None,384.7925738970516,385.54298899311107,384.7925738970516,385.54298899311107,386.18309310707264,None,386.18309310707264,386.9434743520105,386.18309310707264,386.9434743520105,387.5940924800234,387.7939624710707,387.5940924800234,None,393.19546770585004,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
149,43,174,66,"[25,45] degrees",neutral,-0.4,128,149,clockwise,25,23,,,,,,,,,,,,,0,32,32,48,,,,,,,,,,,,,,,,,397.59670808608644,None,397.59670808608644,None,space,4.724193525034934,-94.7801629646377,402.3466167370789,None,,,,,,,393.1956697300775,None,393.1956697300775,393.94572757801507,393.1956697300775,393.94572757801507,394.5955744710518,None,394.5955744710518,395.34558410407044,394.5955744710518,395.34558410407044,395.9857561340323,396.17949701601174,395.9857561340323,None,402.8484195368481,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
40,134,1,113,"[25,45] degrees",neutral,-0.4,29,40,anticlockwise,-39,-21,,,,,,,,,,,,,0,33,33,92,,,,,,,,,,,,,,,,,407.2480990490876,None,407.2480990490876,None,None,,-94.7801629646377,412.2508860920789,None,,,,,,,402.84824423410464,None,402.84824423410464,403.5985388751142,402.84824423410464,403.5985388751142,404.2484437871026,None,404.2484437871026,404.9984060380375,404.2484437871026,404.9984060380375,405.6486102080671,405.8491176360985,405.6486102080671,None,412.7509757568012,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
81,156,123,194,"[25,45] degrees",neutral,-0.4,95,81,clockwise,42,38,,,,,,,,,,,,,0,34,34,0,,,,,,,,,,,,,,,,,417.1411528669996,None,417.1411528669996,None,space,1.3451275390107185,-94.7801629646377,418.5193461390445,None,,,,,,,412.7509421420982,None,412.7509421420982,413.50124128104653,412.7509421420982,413.50124128104653,414.1514606740093,None,414.1514606740093,414.9012056631036,414.1514606740093,414.9012056631036,415.5515096660238,415.73987219808623,415.5515096660238,None,419.0193826068542,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
121,163,80,119,"[25,45] degrees",neutral,0.4,161,163,anticlockwise,-44,-41,,,,,,,,,,,,,0,35,35,98,,,,,,,,,,,,,,,,,423.42076707608066,None,423.42076707608066,None,space,0.7579833869822323,-94.7801629646377,424.20415066205896,None,,,,,,,419.0195653400151,None,419.0195653400151,419.76935724308714,419.0195653400151,419.76935724308714,420.41962116002105,None,420.41962116002105,421.16849152208306,420.41962116002105,421.16849152208306,421.8185767910909,422.0076727491105,421.8185767910909,None,424.70400531183697,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
57,137,80,159,"[25,45] degrees",neutral,-0.4,18,57,clockwise,23,22,,,,,,,,,,,,,0,36,36,4,,,,,,,,,,,,,,,,,429.10507100401446,None,429.10507100401446,None,None,,-94.7801629646377,434.1064868940739,None,,,,,,,424.7039823840605,None,424.7039823840605,425.4423143391032,424.7039823840605,425.4423143391032,426.10329899110366,None,426.10329899110366,426.84248711308464,426.10329899110366,426.84248711308464,427.50519170903135,427.70512992411386,427.50519170903135,None,434.6071384227951,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
53,6,95,26,"[25,45] degrees",left,-0.4,42,53,clockwise,42,20,,,,,,,,,,,,,0,37,37,33,,,,,,,,,,,,,,,,,439.00841629703064,None,439.00841629703064,None,space,0.9878946660319343,-94.7801629646377,440.0250736250309,None,,,,,,,434.60663382103667,None,434.60663382103667,435.3572110690875,434.60663382103667,435.3572110690875,436.0062318680575,None,436.0062318680575,436.757253317046,436.0062318680575,436.757253317046,437.3986094481079,437.60796376201324,437.3986094481079,None,440.52508890280734,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
161,67,206,108,"[25,45] degrees",neutral,0.4,25,67,clockwise,41,45,,,,,,,,,,,,,0,38,38,50,,,,,,,,,,,,,,,,,444.92634224309586,None,444.92634224309586,None,space,2.5505758579820395,-94.7801629646377,447.49409123905934,None,,,,,,,440.52517433906905,None,440.52517433906905,441.2744018760277,440.52517433906905,441.2744018760277,441.9152433940908,None,441.9152433940908,442.6762807490304,441.9152433940908,442.6762807490304,443.3261543230619,443.52632508508395,443.3261543230619,None,447.9941120508709,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
87,25,42,-17,"[25,45] degrees",neutral,0.4,-15,25,anticlockwise,-42,-45,,,,,,,,,,,,,0,39,39,86,,,,,,,,,,,,,,,,,452.39396592311095,None,452.39396592311095,None,space,3.148945942055434,-94.7801629646377,455.56299606803805,None,,,,,,,447.994183841045,None,447.994183841045,448.74437716207467,447.994183841045,448.74437716207467,449.3940556860762,None,449.3940556860762,450.1446979320608,449.3940556860762,450.1446979320608,450.7937427710276,450.98290937405545,450.7937427710276,None,456.0630511570489,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
124,170,90,132,"[25,45] degrees",right,0.4,176,170,anticlockwise,-38,-34,,,,,,,,,,,,,0,40,40,63,,,,,,,,,,,,,,,,,490.4724147100933,None,490.4724147100933,None,space,4.883323102025315,-94.7801629646377,495.37389343301766,None,,,,,,,486.07145421905443,None,486.07145421905443,486.8216057540849,486.07145421905443,486.8216057540849,487.4720152840018,None,487.4720152840018,488.22199677303433,487.4720152840018,488.22199677303433,488.87212068703957,489.072070724098,488.87212068703957,None,495.87399016286946,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
136,11,95,-9,"[25,45] degrees",neutral,0.4,-8,11,anticlockwise,-20,-41,,,,,,,,,,,,,0,41,41,114,,,,,,,,,,,,,,,,,500.2751670660218,None,500.2751670660218,None,space,2.0891601860057563,-94.7801629646377,502.39240579807665,None,,,,,,,495.8740105431061,None,495.8740105431061,496.6241511970293,495.8740105431061,496.6241511970293,497.27403806406073,None,497.27403806406073,498.02494556701276,497.27403806406073,498.02494556701276,498.67502792703453,498.8750834490638,498.67502792703453,None,502.89320653782926,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
79,28,108,55,"[25,45] degrees",left,-0.4,100,79,clockwise,29,27,,,,,,,,,,,,,0,42,42,9,,,,,,,,,,,,,,,,,507.2936992730247,None,507.2936992730247,None,space,2.2816673470661044,-94.7801629646377,509.59463390510064,None,,,,,,,502.8929261279991,None,502.8929261279991,503.64332153310534,502.8929261279991,503.64332153310534,504.29316176101565,None,504.29316176101565,505.04338303301483,504.29316176101565,505.04338303301483,505.6933335970389,505.89343445410486,505.6933335970389,None,510.0947875809041,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
70,97,33,72,"[25,45] degrees",neutral,0.4,132,97,anticlockwise,-25,-37,,,,,,,,,,,,,0,43,43,118,,,,,,,,,,,,,,,,,514.4962338620098,None,514.4962338620098,None,space,4.337657021940686,-94.7801629646377,518.8638691800879,None,,,,,,,510.0949765141122,None,510.0949765141122,510.84512042300776,510.0949765141122,510.84512042300776,511.49470862408634,None,511.49470862408634,512.2448866770137,511.49470862408634,512.2448866770137,512.8957034350606,513.0959053460974,512.8957034350606,None,519.3640843258588,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
22,73,2,43,"[25,45] degrees",neutral,-0.4,-1,22,anticlockwise,-20,-30,,,,,,,,,,,,,0,44,44,112,,,,,,,,,,,,,,,,,523.7654669911135,None,523.7654669911135,None,space,4.462199312984012,-94.7801629646377,528.2497074611019,None,,,,,,,519.364017027081,None,519.364017027081,520.114341532113,519.364017027081,520.114341532113,520.7644523200579,None,520.7644523200579,521.5144260181114,520.7644523200579,521.5144260181114,522.1644568940392,522.3645283080405,522.1644568940392,None,528.7499390058335,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
99,29,70,-4,"[25,45] degrees",left,-0.4,83,99,anticlockwise,-29,-33,,,,,,,,,,,,,0,45,45,61,,,,,,,,,,,,,,,,,533.1511291780043,None,533.1511291780043,None,space,4.087355706025846,-94.7801629646377,537.2510969160357,None,,,,,,,528.7502305901144,None,528.7502305901144,529.5001741810702,528.7502305901144,529.5001741810702,530.1502513641026,None,530.1502513641026,530.8996608820744,530.1502513641026,530.8996608820744,531.5419478950789,531.7385020341026,531.5419478950789,None,537.7527425788692,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
103,25,135,59,"[25,45] degrees",left,-0.4,132,103,clockwise,32,34,,,,,,,,,,,,,0,46,46,49,,,,,,,,,,,,,,,,,542.1431557090255,None,542.1431557090255,None,space,3.6900451349793,-94.7801629646377,545.8549913250608,None,,,,,,,537.7531836980488,None,537.7531836980488,538.50270636403,537.7531836980488,538.50270636403,539.152872389066,None,539.152872389066,539.9030185190495,539.152872389066,539.9030185190495,540.5429100260371,540.7405706830323,540.5429100260371,None,546.3594183718203,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
95,145,131,179,"[25,45] degrees",right,0.4,164,145,clockwise,34,36,,,,,,,,,,,,,0,47,47,15,,,,,,,,,,,,,,,,,550.7562458200846,None,550.7562458200846,None,space,2.6822830489836633,-94.7801629646377,553.4572412830312,None,,,,,,,546.3544615590945,None,546.3544615590945,547.1051844630856,546.3544615590945,547.1051844630856,547.7556909820996,None,547.7556909820996,548.5056574960472,547.7556909820996,548.5056574960472,549.1558828121051,549.3559863211121,549.1558828121051,None,553.9566873258561,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
18,68,-2,36,"[25,45] degrees",right,0.4,75,68,anticlockwise,-32,-20,,,,,,,,,,,,,0,48,48,107,,,,,,,,,,,,,,,,,558.358595481026,None,558.358595481026,None,None,,-94.7801629646377,563.3598521710373,None,,,,,,,553.9567977100378,None,553.9567977100378,554.7076351240976,553.9567977100378,554.7076351240976,555.3576246791054,None,555.3576246791054,556.1066211680882,555.3576246791054,556.1066211680882,556.7579218260944,556.9569118820364,556.7579218260944,None,563.8599613178637,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
104,75,129,103,"[25,45] degrees",neutral,-0.4,87,104,clockwise,25,28,,,,,,,,,,,,,0,49,49,8,,,,,,,,,,,,,,,,,568.2613012110814,None,568.2613012110814,None,space,4.425030721002258,-94.7801629646377,572.7122709910618,None,,,,,,,563.8602101200959,None,563.8602101200959,564.6098701209994,563.8602101200959,564.6098701209994,565.2599944310496,None,565.2599944310496,566.0093980910024,565.2599944310496,566.0093980910024,566.6607260820456,566.8603652120801,566.6607260820456,None,573.2126317268819,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
159,90,115,53,"[25,45] degrees",right,0.4,61,90,anticlockwise,-37,-44,,,,,,,,,,,,,0,50,50,71,,,,,,,,,,,,,,,,,577.6139007030288,None,577.6139007030288,None,None,,-94.7801629646377,582.6155652781017,None,,,,,,,573.2125748370308,None,573.2125748370308,573.9630589981098,573.2125748370308,573.9630589981098,574.6130767581053,None,574.6130767581053,575.3629138310207,574.6130767581053,575.3629138310207,576.0134013150819,576.2122543090954,576.0134013150819,None,583.1155228108516,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
125,28,145,67,"[25,45] degrees",neutral,-0.4,150,125,clockwise,20,39,,,,,,,,,,,,,0,51,51,36,,,,,,,,,,,,,,,,,587.5168607480591,None,587.5168607480591,None,space,3.866527347941883,-94.7801629646377,591.3996117360657,None,,,,,,,583.1155038060388,None,583.1155038060388,583.8660455840873,583.1155038060388,583.8660455840873,584.5158403071109,None,584.5158403071109,585.2659118450247,584.5158403071109,585.2659118450247,585.9069922770141,586.1150912420126,585.9069922770141,None,591.8997585928416,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
147,82,191,107,"[25,45] degrees",neutral,-0.4,102,147,clockwise,44,25,,,,,,,,,,,,,0,52,52,24,,,,,,,,,,,,,,,,,596.291879555094,None,596.291879555094,None,None,,-94.7801629646377,601.3040004470386,None,,,,,,,591.8927038370166,None,591.8927038370166,592.6516976970015,591.8927038370166,592.6516976970015,593.3016559350071,None,593.3016559350071,594.0519858750049,593.3016559350071,594.0519858750049,594.7019474210683,594.9019952120725,594.7019474210683,None,601.8038188488106,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
92,47,121,81,"[25,45] degrees",neutral,-0.4,96,92,clockwise,29,34,,,,,,,,,,,,,0,53,53,56,,,,,,,,,,,,,,,,,606.2051259960281,None,606.2051259960281,None,space,1.9068319840589538,-94.7801629646377,608.1391819670098,None,,,,,,,601.802809487097,None,601.802809487097,602.5543389710365,601.802809487097,602.5543389710365,603.2044781330042,None,603.2044781330042,603.9546722570667,603.2044781330042,603.9546722570667,604.6045044180937,604.8046357680578,604.6045044180937,None,608.6396147628664,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
55,132,35,110,"[25,45] degrees",neutral,-0.4,57,55,anticlockwise,-20,-22,,,,,,,,,,,,,0,54,54,76,,,,,,,,,,,,,,,,,613.0906479760306,None,613.0906479760306,None,None,,-94.7801629646377,618.0921072490746,None,,,,,,,608.6745795120951,None,608.6745795120951,609.4394206850557,608.6745795120951,609.4394206850557,610.0895671610488,None,610.0895671610488,610.8397781630047,610.0895671610488,610.8397781630047,611.4896004220936,611.6898793180007,611.4896004220936,None,618.5922264058725,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
121,86,93,58,"[25,45] degrees",right,0.4,130,86,anticlockwise,-28,-28,,,,,,,,,,,,,0,55,55,103,,,,,,,,,,,,,,,,,622.9933748060139,None,622.9933748060139,None,space,0.48554576199967414,-94.7801629646377,623.5099977850914,None,,,,,,,618.592346714111,None,618.592346714111,619.3419744820567,618.592346714111,619.3419744820567,619.9921943150694,None,619.9921943150694,620.7428323340137,619.9921943150694,620.7428323340137,621.3926575150108,621.5924605081091,621.3926575150108,None,624.0102108478429,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
80,166,109,200,"[25,45] degrees",neutral,-0.4,55,80,clockwise,29,34,,,,,,,,,,,,,0,56,56,12,,,,,,,,,,,,,,,,,628.4114693721058,None,628.4114693721058,None,None,,-94.7801629646377,633.4130023010075,None,,,,,,,624.010401666048,None,624.010401666048,624.7602313110838,624.010401666048,624.7602313110838,625.4108699971111,None,625.4108699971111,626.1598336800234,625.4108699971111,626.1598336800234,626.8096557070967,627.0108757010894,626.8096557070967,None,633.9129655808326,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
158,4,181,34,"[25,45] degrees",neutral,0.4,-16,4,clockwise,30,23,,,,,,,,,,,,,0,57,57,30,,,,,,,,,,,,,,,,,638.3143553470727,None,638.3143553470727,None,None,,-94.7801629646377,643.3157375560841,None,,,,,,,633.913026740076,None,633.913026740076,634.6633034890983,633.913026740076,634.6633034890983,635.3131105611101,None,635.3131105611101,636.0636593491072,635.3131105611101,636.0636593491072,636.7139034080319,636.9121922230115,636.7139034080319,None,643.8158836378832,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
99,127,72,100,"[25,45] degrees",right,0.4,107,127,anticlockwise,-27,-27,,,,,,,,,,,,,0,58,58,75,,,,,,,,,,,,,,,,,648.2172465210315,None,648.2172465210315,None,space,2.733594619901851,-94.7801629646377,650.9676900950726,None,,,,,,,643.8156962330686,None,643.8156962330686,644.5660280950833,643.8156962330686,644.5660280950833,645.2159718560288,None,645.2159718560288,645.9659386100248,645.2159718560288,645.9659386100248,646.6074537740787,646.8044038721127,646.6074537740787,None,651.4723593298229,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
22,125,-15,94,"[25,45] degrees",neutral,-0.4,32,22,anticlockwise,-37,-31,,,,,,,,,,,,,0,59,59,88,,,,,,,,,,,,,,,,,655.8690925240517,None,655.8690925240517,None,None,,-94.7801629646377,660.8694908380276,None,,,,,,,651.4665739710908,None,651.4665739710908,652.2058227061061,651.4665739710908,652.2058227061061,652.8681571270572,None,652.8681571270572,653.6182831070619,652.8681571270572,653.6182831070619,654.2687848240603,654.4689021480735,654.2687848240603,None,661.3701442718855,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
129,165,104,134,"[25,45] degrees",neutral,-0.4,88,129,anticlockwise,-25,-31,,,,,,,,,,,,,0,60,60,68,,,,,,,,,,,,,,,,,665.7717696160544,None,665.7717696160544,None,None,,-94.7801629646377,670.77355055511,None,,,,,,,661.370622807066,None,661.370622807066,662.1195221290691,661.370622807066,662.1195221290691,662.7711735001067,None,662.7711735001067,663.5214358450612,662.7711735001067,663.5214358450612,664.1714186880272,664.3713257201016,664.1714186880272,None,671.2781300878967,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
54,102,28,82,"[25,45] degrees",neutral,-0.4,79,54,anticlockwise,-26,-20,,,,,,,,,,,,,0,61,61,104,,,,,,,,,,,,,,,,,675.6746996350121,None,675.6746996350121,None,None,,-94.7801629646377,680.6761414960492,None,,,,,,,671.2730070760008,None,671.2730070760008,672.0116522531025,671.2730070760008,672.0116522531025,672.6740015860414,None,672.6740015860414,673.4244491510326,672.6740015860414,673.4244491510326,674.0744629340479,674.2741142030573,674.0744629340479,None,681.1807505228905,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
98,176,54,146,"[25,45] degrees",left,-0.4,139,98,anticlockwise,-44,-30,,,,,,,,,,,,,0,62,62,113,,,,,,,,,,,,,,,,,685.5783555350499,None,685.5783555350499,None,space,2.237824456067756,-94.7801629646377,687.8447285270086,None,,,,,,,681.1762179160723,None,681.1762179160723,681.9265208980069,681.1762179160723,681.9265208980069,682.5769629180431,None,682.5769629180431,683.3270324330078,682.5769629180431,683.3270324330078,683.9771490540588,684.1768332651118,683.9771490540588,None,688.3449953477946,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
31,97,6,72,"[25,45] degrees",neutral,0.4,104,97,anticlockwise,-25,-25,,,,,,,,,,,,,0,63,63,70,,,,,,,,,,,,,,,,,692.7463388820179,None,692.7463388820179,None,None,,-94.7801629646377,697.7476270050975,None,,,,,,,688.3449942400912,None,688.3449942400912,689.0951608041069,688.3449942400912,689.0951608041069,689.7452601410914,None,689.7452601410914,690.4957621020731,689.7452601410914,690.4957621020731,691.1457093830686,691.333771687001,691.1457093830686,None,698.2477829968673,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
115,31,80,9,"[25,45] degrees",right,0.4,19,31,anticlockwise,-22,-35,,,,,,,,,,,,,0,64,64,79,,,,,,,,,,,,,,,,,702.6491352850571,None,702.6491352850571,None,None,,-94.7801629646377,707.6505543610547,None,,,,,,,698.2476779780118,None,698.2476779780118,698.9977905860869,698.2476779780118,698.9977905860869,699.6480844250182,None,699.6480844250182,700.397986563039,699.6480844250182,700.397986563039,701.0482347300276,701.2473647861043,701.0482347300276,None,708.1505471728858,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
35,92,59,114,"[25,45] degrees",neutral,-0.4,38,35,clockwise,24,22,,,,,,,,,,,,,0,65,65,28,,,,,,,,,,,,,,,,,712.5519703680184,None,712.5519703680184,None,space,0.7449901159852743,-94.7801629646377,713.3186574870488,None,,,,,,,708.1507422371069,None,708.1507422371069,708.9009750020923,708.1507422371069,708.9009750020923,709.5506443290506,None,709.5506443290506,710.3003926400561,709.5506443290506,710.3003926400561,710.951288431068,711.1513004160952,710.951288431068,None,713.8188197648967,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
14,127,36,161,"[25,45] degrees",left,-0.4,52,14,clockwise,22,34,,,,,,,,,,,,,0,66,66,57,,,,,,,,,,,,,,,,,718.2200887980871,None,718.2200887980871,None,None,,-94.7801629646377,723.2211523370352,None,,,,,,,713.8187477090396,None,713.8187477090396,714.5688429920701,713.8187477090396,714.5688429920701,715.2188582970994,None,715.2188582970994,715.968021211098,715.2188582970994,715.968021211098,716.6181062030373,716.8062350020045,716.6181062030373,None,723.721192275884,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
26,73,67,99,"[25,45] degrees",left,-0.4,-10,26,clockwise,41,26,,,,,,,,,,,,,0,67,67,5,,,,,,,,,,,,,,,,,728.1225844650762,None,728.1225844650762,None,space,2.285586277022958,-94.7801629646377,730.4402886950411,None,,,,,,,723.7212447480997,None,723.7212447480997,724.4716635670047,723.7212447480997,724.4716635670047,725.1216879180865,None,725.1216879180865,725.8597906290088,725.1216879180865,725.8597906290088,726.5119528101059,726.7223825070541,726.5119528101059,None,730.9444221828714,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
56,78,82,113,"[25,45] degrees",right,0.4,57,78,clockwise,35,26,,,,,,,,,,,,,0,68,68,3,,,,,,,,,,,,,,,,,735.3415590390796,None,735.3415590390796,None,space,2.3000710170017555,-94.7801629646377,737.6589283960639,None,,,,,,,730.9399434870575,None,730.9399434870575,731.6782449650345,730.9399434870575,731.6782449650345,732.3297914540162,None,732.3297914540162,733.0910004560137,732.3297914540162,733.0910004560137,733.7410811950685,733.9411457820097,733.7410811950685,None,738.158961457794,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
98,2,138,40,"[25,45] degrees",left,-0.4,57,98,clockwise,40,38,,,,,,,,,,,,,0,69,69,1,,,,,,,,,,,,,,,,,742.5603563881014,None,742.5603563881014,None,space,0.6157427859725431,-94.7801629646377,743.193604722037,None,,,,,,,738.1587643451057,None,738.1587643451057,738.909364918014,738.1587643451057,738.909364918014,739.5591709290165,None,739.5591709290165,740.3093857890926,739.5591709290165,740.3093857890926,740.9596211910248,741.1587111480767,740.9596211910248,None,743.6939614958944,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
178,33,154,-2,"[25,45] degrees",left,-0.4,189,178,anticlockwise,-24,-35,,,,,,,,,,,,,0,70,70,101,,,,,,,,,,,,,,,,,748.0951917651109,None,748.0951917651109,None,None,,-94.7801629646377,753.0967122840229,None,,,,,,,743.6941768490942,None,743.6941768490942,744.4440155350603,743.6941768490942,744.4440155350603,745.0933207180351,None,745.0933207180351,745.8443799830275,745.0933207180351,745.8443799830275,746.4836714750854,746.6822019950487,746.4836714750854,None,753.5966415738337,None,4444,2022_Nov_28_1134,circle_rotation,2021.2.3,61.01227214519126,
