left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity,instru_trials.thisRepN,instru_trials.thisTrialN,instru_trials.thisN,instru_trials.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,left_gabor.started,left_gabor.stopped,right_gabor.started,right_gabor.stopped,fixation2.started,fixation2.stopped,left_distractor_prac.started,left_distractor_prac.stopped,right_distractor_prac.started,right_distractor_prac.stopped,cue_text.started,cue_text.stopped,fixation3.started,fixation3.stopped,cue_resp.started,cue_resp.stopped,probe.started,probe.stopped,response_ori,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,buffer.started,buffer.stopped,begin_text.started,begin_text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,fix_cross.started,fix_cross.stopped,left_target.started,left_target.stopped,right_target.started,right_target.stopped,fix_cross2.started,fix_cross2.stopped,left_distractor_main.started,left_distractor_main.stopped,right_distractor_main.started,right_distractor_main.stopped,main_cue.started,main_cue.stopped,fix_cross3.started,fix_cross3.stopped,take_break.started,take_break.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
142,41,172,72,"[25,45] degrees",neutral,0.4,24,41,clockwise,31,30,,,,,0,0,0,0,0,0,0,2,,,,,14.09884447301738,None,14.09884447301738,15.111454494064674,14.09884447301738,15.111454494064674,16.09480045910459,None,16.09480045910459,17.095708103035577,16.09480045910459,17.095708103035577,18.095774188055657,18.295818280079402,18.095774188055657,None,19.6959729550872,None,19.6959729550872,None,15.390170378728026,[0.05486111111111111],[0.19930555555555557],[1],[0],[0],[2.7980068039614707],19.6959729550872,None,24.01371371699497,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
119,172,85,127,"[25,45] degrees",neutral,0.4,156,172,anticlockwise,-45,-34,,,,,0,0,0,0,0,1,1,10,,,,,24.514484188053757,None,24.514484188053757,25.51391035108827,24.514484188053757,25.51391035108827,26.512893411098048,None,26.512893411098048,27.51515608804766,26.512893411098048,27.51515608804766,28.514907928998582,28.7156202821061,28.514907928998582,None,30.10504550510086,None,30.10504550510086,None,-37.70424322139081,[-0.0875],[0.11319444444444444],[1],[0],[0],[0.7674065359169617],30.10504550510086,None,32.38290885009337,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
114,59,148,94,"[25,45] degrees",neutral,-0.4,79,114,clockwise,34,35,,,,,0,0,0,0,0,2,2,0,,,,,32.88297290808987,None,32.88297290808987,33.88331060402561,32.88297290808987,33.88331060402561,34.88330148800742,None,34.88330148800742,35.871856990037486,34.88330148800742,35.871856990037486,36.88453261810355,37.08460690907668,36.88453261810355,None,38.485114219016396,None,38.485114219016396,None,-24.884483526764285,[],[],[],[],[],[],38.485114219016396,None,44.98706516704988,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
146,113,109,86,"[25,45] degrees",left,-0.4,166,146,anticlockwise,-37,-27,,,,,0,0,0,0,0,3,3,9,,,,,45.48636584705673,None,45.48636584705673,46.48577076301444,45.48636584705673,46.48577076301444,47.487745972000994,None,47.487745972000994,48.48720235307701,47.487745972000994,48.48720235307701,49.48690423509106,49.68780952505767,49.48690423509106,None,51.07969264208805,None,51.07969264208805,None,-24.884483526764285,[],[],[],[],[],[],51.07969264208805,None,57.590387778007425,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
93,125,118,150,"[25,45] degrees",left,-0.4,77,93,clockwise,25,25,,,,,0,0,0,0,0,4,4,5,,,,,58.090315856039524,None,58.090315856039524,59.09055528603494,58.090315856039524,59.09055528603494,60.089861790067516,None,60.089861790067516,61.079161686007865,60.089861790067516,61.079161686007865,62.091889601084404,62.29137474508025,62.091889601084404,None,63.69248042802792,None,63.69248042802792,None,-24.884483526764285,[],[],[],[],[],[],63.69248042802792,None,70.1817949070828,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
144,95,108,69,"[25,45] degrees",right,0.4,131,95,anticlockwise,-26,-36,,,,,0,0,0,0,0,5,5,11,,,,,70.68266218400095,None,70.68266218400095,71.69453185808379,70.68266218400095,71.69453185808379,72.69484935502987,None,72.69484935502987,73.69459553307388,72.69484935502987,73.69459553307388,74.69538275210653,74.89466821006499,74.69538275210653,None,76.29550976504106,None,76.29550976504106,None,-24.884483526764285,[],[],[],[],[],[],76.29550976504106,None,82.797631278052,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
114,49,137,90,"[25,45] degrees",left,-0.4,109,114,clockwise,23,41,,,,,0,0,0,0,0,6,6,1,,,,,83.29787663801108,None,83.29787663801108,84.29774723900482,83.29787663801108,84.29774723900482,85.2977561650332,None,85.2977561650332,86.29640693007968,85.2977561650332,86.29640693007968,87.29845551308244,87.498761364026,87.29845551308244,None,88.89882378303446,None,88.89882378303446,None,-24.884483526764285,[],[],[],[],[],[],88.89882378303446,None,95.40064443903975,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
84,31,63,-3,"[25,45] degrees",neutral,-0.4,80,84,anticlockwise,-21,-34,,,,,0,0,0,0,0,7,7,12,,,,,95.90055284404662,None,95.90055284404662,96.90144653408788,95.90055284404662,96.90144653408788,97.90154960204381,None,97.90154960204381,98.90174014400691,97.90154960204381,98.90174014400691,99.90143297601026,100.10151774506085,99.90143297601026,None,101.50214855209924,None,101.50214855209924,None,-24.884483526764285,[],[],[],[],[],[],101.50214855209924,None,108.00445890403353,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
31,149,51,174,"[25,45] degrees",right,0.4,175,149,clockwise,25,20,,,,,0,0,0,0,0,8,8,3,,,,,108.50457906106021,None,108.50457906106021,109.50477175309788,108.50457906106021,109.50477175309788,110.5048374820035,None,110.5048374820035,111.50484503607731,110.5048374820035,111.50484503607731,112.50591859908309,112.70584708999377,112.50591859908309,None,114.10606325604022,None,114.10606325604022,None,-24.884483526764285,[],[],[],[],[],[],114.10606325604022,None,120.6073185360292,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
39,103,17,81,"[25,45] degrees",neutral,0.4,83,103,anticlockwise,-22,-22,,,,,0,0,0,0,0,9,9,6,,,,,121.10787202604115,None,121.10787202604115,122.1085937920725,121.10787202604115,122.1085937920725,123.10874510509893,None,123.10874510509893,124.10887826606631,123.10874510509893,124.10887826606631,125.10914617707022,125.30915805604309,125.10914617707022,None,126.70999376510736,None,126.70999376510736,None,-24.884483526764285,[],[],[],[],[],[],126.70999376510736,None,133.2115825690562,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
25,160,46,186,"[25,45] degrees",neutral,-0.4,23,25,clockwise,21,26,,,,,0,0,0,0,0,10,10,4,,,,,133.7116935790982,None,133.7116935790982,134.71219648001716,133.7116935790982,134.71219648001716,135.70182685006876,None,135.70182685006876,136.7127884970978,135.70182685006876,136.7127884970978,137.7132012330694,137.91260828101076,137.7132012330694,None,139.31278809602372,None,139.31278809602372,None,-24.884483526764285,[],[],[],[],[],[],139.31278809602372,None,145.81667610409204,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
0,43,-41,4,"[25,45] degrees",right,0.4,88,43,anticlockwise,-39,-41,,,,,0,0,0,0,0,11,11,7,,,,,146.3214094430441,None,146.3214094430441,147.3322370890528,146.3214094430441,147.3322370890528,148.33287406200543,None,148.33287406200543,149.3325456570601,148.33287406200543,149.3325456570601,150.3329443030525,150.52133082400542,150.3329443030525,None,151.9170968850376,None,151.9170968850376,None,-24.884483526764285,[],[],[],[],[],[],151.9170968850376,None,158.41848004306667,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
26,111,-8,90,"[25,45] degrees",neutral,-0.4,-17,26,anticlockwise,-34,-21,,,,,0,0,0,0,0,12,12,8,,,,,158.91847430099733,None,158.91847430099733,159.9189926040126,158.91847430099733,159.9189926040126,160.90904024010524,None,160.90904024010524,161.9200699540088,160.90904024010524,161.9200699540088,162.9201111390721,163.1202339680167,162.9201111390721,None,164.52043287805282,None,164.52043287805282,None,-24.884483526764285,[],[],[],[],[],[],164.52043287805282,None,171.0222847959958,None,,,,,,,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.30553650204092,None,space,0.8233338579302654,174.30553650204092,None,,,,,,,,,,,,,,,,,,,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
49,172,4,134,"[25,45] degrees",right,0.4,201,172,anticlockwise,-38,-45,,,,,,,,,,,,,0,0,0,271,,,,,,,,,,,,,,,,,179.5578176130075,None,179.5578176130075,None,-24.884483526764285,[],[],[],[],[],[],179.5578176130075,None,184.55939560302068,None,,,,,,,175.178495926084,None,175.178495926084,175.94001007906627,175.178495926084,175.94001007906627,176.5734693420818,None,176.5734693420818,177.3243570420891,176.5734693420818,177.3243570420891,177.9576155419927,178.15765121905133,177.9576155419927,None,185.05947840715527,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
142,120,112,88,"[25,45] degrees",right,0.4,133,120,anticlockwise,-32,-30,,,,,,,,,,,,,0,1,1,203,,,,,,,,,,,,,,,,,189.46079597005155,None,189.46079597005155,None,-24.884483526764285,[],[],[],[],[],[],189.46079597005155,None,194.4620059140725,None,,,,,,,185.05942715809215,None,185.05942715809215,185.80947934708092,185.05942715809215,185.80947934708092,186.4595672680298,None,186.4595672680298,187.2103832170833,186.4595672680298,187.2103832170833,187.86056719603948,188.06050222704653,187.86056719603948,None,194.96269498917974,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
68,33,35,12,"[25,45] degrees",neutral,-0.4,86,68,anticlockwise,-33,-21,,,,,,,,,,,,,0,2,2,176,,,,,,,,,,,,,,,,,199.3635926110437,None,199.3635926110437,None,-24.884483526764285,[],[],[],[],[],[],199.3635926110437,None,204.36477981705684,None,,,,,,,194.96219177509192,None,194.96219177509192,195.71098557999358,194.96219177509192,195.71098557999358,196.36095598200336,None,196.36095598200336,197.11304830608424,196.36095598200336,197.11304830608424,197.76307103701402,197.9631386389956,197.76307103701402,None,204.86511840218446,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
152,119,186,162,"[25,45] degrees",neutral,0.4,78,119,clockwise,43,34,,,,,,,,,,,,,0,3,3,94,,,,,,,,,,,,,,,,,209.2663032130804,None,209.2663032130804,None,-24.884483526764285,[],[],[],[],[],[],209.2663032130804,None,214.26772357302252,None,,,,,,,204.86513308109716,None,204.86513308109716,205.61410023400094,204.86513308109716,205.61410023400094,206.26551639905665,None,206.26551639905665,207.01614590303507,206.26551639905665,207.01614590303507,207.66634286299814,207.86637800803874,207.66634286299814,None,214.76781901613577,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
115,22,153,59,"[25,45] degrees",right,0.4,62,22,clockwise,37,38,,,,,,,,,,,,,0,4,4,87,,,,,,,,,,,,,,,,,219.1696553210495,None,219.1696553210495,None,-24.884483526764285,[],[],[],[],[],[],219.1696553210495,None,224.17031766602304,None,,,,,,,214.76821912406012,None,214.76821912406012,215.51683305506594,214.76821912406012,215.51683305506594,216.1682997320313,None,216.1682997320313,216.9189710461069,216.1682997320313,216.9189710461069,217.5690058460459,217.76893633103464,217.5690058460459,None,224.67115165410797,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
140,8,167,39,"[25,45] degrees",neutral,-0.4,155,140,clockwise,27,31,,,,,,,,,,,,,0,5,5,68,,,,,,,,,,,,,,,,,229.07225801900495,None,229.07225801900495,None,-24.884483526764285,[],[],[],[],[],[],229.07225801900495,None,234.07341255410574,None,,,,,,,224.66983562905807,None,224.66983562905807,225.4081579730846,224.66983562905807,225.4081579730846,226.06072804704309,None,226.06072804704309,226.82177082810085,226.06072804704309,226.82177082810085,227.47163903305773,227.6716558811022,227.47163903305773,None,234.57375472016867,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
149,103,186,144,"[25,45] degrees",left,-0.4,109,149,clockwise,37,41,,,,,,,,,,,,,0,6,6,145,,,,,,,,,,,,,,,,,238.97480441210791,None,238.97480441210791,None,-24.884483526764285,[],[],[],[],[],[],238.97480441210791,None,243.976070792065,None,,,,,,,234.57345349702518,None,234.57345349702518,235.324011016055,234.57345349702518,235.324011016055,235.97274622204714,None,235.97274622204714,236.7244905710686,235.97274622204714,236.7244905710686,237.37482288002502,237.57415608910378,237.37482288002502,None,244.47642535216875,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
69,164,36,134,"[25,45] degrees",neutral,0.4,143,164,anticlockwise,-30,-33,,,,,,,,,,,,,0,7,7,262,,,,,,,,,,,,,,,,,248.87750143103767,None,248.87750143103767,None,-24.884483526764285,[],[],[],[],[],[],248.87750143103767,None,253.87932917801663,None,,,,,,,244.47685255506076,None,244.47685255506076,245.2262973340694,244.47685255506076,245.2262973340694,245.87515188008547,None,245.87515188008547,246.61441962001845,245.87515188008547,246.61441962001845,247.27757517807186,247.47746330604423,247.27757517807186,None,254.37898852712243,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
79,112,103,156,"[25,45] degrees",neutral,0.4,100,112,clockwise,44,24,,,,,,,,,,,,,0,8,8,110,,,,,,,,,,,,,,,,,258.7802183710737,None,258.7802183710737,None,-24.884483526764285,[],[],[],[],[],[],258.7802183710737,None,263.7983430530876,None,,,,,,,254.3792472690111,None,254.3792472690111,255.12811086000875,254.3792472690111,255.12811086000875,255.76916332705878,None,255.76916332705878,256.5175064660143,255.76916332705878,256.5175064660143,257.1802129020216,257.380117577035,257.1802129020216,None,264.2990270311828,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
161,36,138,10,"[25,45] degrees",right,0.4,39,36,anticlockwise,-26,-23,,,,,,,,,,,,,0,9,9,267,,,,,,,,,,,,,,,,,268.6996830140706,None,268.6996830140706,None,-24.884483526764285,[],[],[],[],[],[],268.6996830140706,None,273.7011662160512,None,,,,,,,264.2986552270595,None,264.2986552270595,265.04778982000425,264.2986552270595,265.04778982000425,265.68882131006103,None,265.68882131006103,266.44797284004744,265.68882131006103,266.44797284004744,267.0996875260025,267.29977254301775,267.0996875260025,None,274.2013640001067,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
107,171,73,131,"[25,45] degrees",neutral,0.4,169,171,anticlockwise,-40,-34,,,,,,,,,,,,,0,10,10,174,,,,,,,,,,,,,,,,,278.6026806550799,None,278.6026806550799,None,-24.884483526764285,[],[],[],[],[],[],278.6026806550799,None,283.6040101030376,None,,,,,,,274.20144858409185,None,274.20144858409185,274.9398500940297,274.20144858409185,274.9398500940297,275.591650182032,None,275.591650182032,276.3400886669988,275.591650182032,276.3400886669988,277.00253481103573,277.2025912411045,277.00253481103573,None,284.10416111816886,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
46,78,74,121,"[25,45] degrees",right,0.4,121,78,clockwise,43,28,,,,,,,,,,,,,0,11,11,3,,,,,,,,,,,,,,,,,288.50546947005205,None,288.50546947005205,None,-24.884483526764285,[],[],[],[],[],[],288.50546947005205,None,293.5068960679928,None,,,,,,,284.10420878010336,None,284.10420878010336,284.8546950489981,284.10420878010336,284.8546950489981,285.5034611200681,None,285.5034611200681,286.253637794056,285.5034611200681,286.253637794056,286.9055372750154,287.10548814502545,286.9055372750154,None,294.0073001461686,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
50,79,73,118,"[25,45] degrees",neutral,-0.4,30,50,clockwise,23,39,,,,,,,,,,,,,0,12,12,24,,,,,,,,,,,,,,,,,298.40830102399923,None,298.40830102399923,None,-24.884483526764285,[],[],[],[],[],[],298.40830102399923,None,303.40967886010185,None,,,,,,,294.0070689320564,None,294.0070689320564,294.7570269959979,294.0070689320564,294.7570269959979,295.40768854808994,None,295.40768854808994,296.1560001800535,295.40768854808994,296.1560001800535,296.8079198030755,297.00823896110523,296.8079198030755,None,303.9095638241968,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
71,96,31,53,"[25,45] degrees",right,0.4,79,96,anticlockwise,-43,-40,,,,,,,,,,,,,0,13,13,303,,,,,,,,,,,,,,,,,308.3112024849979,None,308.3112024849979,None,-24.884483526764285,[],[],[],[],[],[],308.3112024849979,None,313.31247714103665,None,,,,,,,303.9095348780975,None,303.9095348780975,304.6598615529947,303.9095348780975,304.6598615529947,305.3098071269924,None,305.3098071269924,306.04797506402247,305.3098071269924,306.04797506402247,306.7113138070563,306.9112867930671,306.7113138070563,None,313.8125828431337,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
54,9,88,47,"[25,45] degrees",neutral,0.4,-1,9,clockwise,38,34,,,,,,,,,,,,,0,14,14,66,,,,,,,,,,,,,,,,,318.2138469060883,None,318.2138469060883,None,-24.884483526764285,[],[],[],[],[],[],318.2138469060883,None,323.21532776299864,None,,,,,,,313.8128128700191,None,313.8128128700191,314.56278652406763,313.8128128700191,314.56278652406763,315.21199131407775,None,315.21199131407775,315.96205321501475,315.21199131407775,315.96205321501475,316.61214417102747,316.8136088650208,316.61214417102747,None,323.7153152751387,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
16,90,-21,69,"[25,45] degrees",right,0.4,102,90,anticlockwise,-21,-37,,,,,,,,,,,,,0,15,15,231,,,,,,,,,,,,,,,,,328.11695251008496,None,328.11695251008496,None,-24.884483526764285,[],[],[],[],[],[],328.11695251008496,None,333.1179242420476,None,,,,,,,323.71552884206176,None,323.71552884206176,324.4539836270269,323.71552884206176,324.4539836270269,325.1161487590289,None,325.1161487590289,325.8661677390337,325.1161487590289,325.8661677390337,326.5149082990829,326.71669728599954,326.5149082990829,None,333.61821385218065,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
9,58,51,102,"[25,45] degrees",neutral,-0.4,30,9,clockwise,42,44,,,,,,,,,,,,,0,16,16,104,,,,,,,,,,,,,,,,,338.0194316430716,None,338.0194316430716,None,-24.884483526764285,[],[],[],[],[],[],338.0194316430716,None,343.02124309609644,None,,,,,,,333.6183163530659,None,333.6183163530659,334.36826708202716,333.6183163530659,334.36826708202716,335.0176453770837,None,335.0176453770837,335.7689048961038,335.0176453770837,335.7689048961038,336.4176577850012,336.6069609610131,336.4176577850012,None,343.52097978909734,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
121,98,151,122,"[25,45] degrees",neutral,0.4,65,98,clockwise,24,30,,,,,,,,,,,,,0,17,17,134,,,,,,,,,,,,,,,,,347.92266786505934,None,347.92266786505934,None,-24.884483526764285,[],[],[],[],[],[],347.92266786505934,None,352.92359756003134,None,,,,,,,343.5210445150733,None,343.5210445150733,344.27108399709687,343.5210445150733,344.27108399709687,344.92181685904507,None,344.92181685904507,345.67007814208046,344.92181685904507,345.67007814208046,346.32204405602533,346.52028422500007,346.32204405602533,None,353.4240034191287,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
45,156,81,177,"[25,45] degrees",right,0.4,136,156,clockwise,21,36,,,,,,,,,,,,,0,18,18,111,,,,,,,,,,,,,,,,,357.8250033160439,None,357.8250033160439,None,-24.884483526764285,[],[],[],[],[],[],357.8250033160439,None,362.8265717800241,None,,,,,,,353.42369976709597,None,353.42369976709597,354.1735264310846,353.42369976709597,354.1735264310846,354.8227969961008,None,354.8227969961008,355.5778886680491,354.8227969961008,355.5778886680491,356.2154837331036,356.41177604405675,356.2154837331036,None,363.3265923011466,None,444444,2022_Nov_30_1359,circle_rotation_long_behav,2021.2.3,59.902865209332994,
